letra,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.10860578715801239,0.6954984068870544,0.17123772203922272,0.687798798084259,0.23012405633926392,0.6316180229187012,0.2561240792274475,0.5608763098716736,0.2762506902217865,0.5132002830505371,0.21581324934959412,0.5664591789245605,0.2232859879732132,0.5090741515159607,0.20262816548347473,0.5691158771514893,0.19961288571357727,0.590355634689331,0.17802174389362335,0.5536706447601318,0.18150870501995087,0.5053335428237915,0.1662227064371109,0.5762128233909607,0.17167216539382935,0.5825401544570923,0.14291676878929138,0.5447365045547485,0.14618375897407532,0.5032004714012146,0.1343902051448822,0.569682776927948,0.14218173921108246,0.5777684450149536,0.10814597457647324,0.5353935956954956,0.11028808355331421,0.5075129270553589,0.10499690473079681,0.5549916625022888,0.10805162042379379,0.568294882774353
A,0.10002671182155609,0.6519187688827515,0.16727270185947418,0.6580658555030823,0.2349032759666443,0.6114680171012878,0.26847702264785767,0.5475451350212097,0.29462602734565735,0.5087407827377319,0.22652432322502136,0.5458930134773254,0.2542867958545685,0.48859986662864685,0.22707721590995789,0.5477446913719177,0.21514928340911865,0.561648428440094,0.1886739730834961,0.5304657220840454,0.21053080260753632,0.4927060902118683,0.18480707705020905,0.5653420686721802,0.1820359081029892,0.561473548412323,0.15185460448265076,0.5197881460189819,0.1700536161661148,0.4904877543449402,0.1492728292942047,0.5616635084152222,0.14758095145225525,0.5600710511207581,0.11410350352525711,0.5064070224761963,0.13103169202804565,0.48770254850387573,0.12132451683282852,0.5385151505470276,0.11511972546577454,0.544672966003418
A,0.09796252846717834,0.7020898461341858,0.16264043748378754,0.6758615970611572,0.2081320881843567,0.5956979393959045,0.21350058913230896,0.5130982995033264,0.2254745066165924,0.46141257882118225,0.1747383326292038,0.5337775945663452,0.17814379930496216,0.4641560912132263,0.17401254177093506,0.5353883504867554,0.17009985446929932,0.5614395141601562,0.13510462641716003,0.540259063243866,0.13874465227127075,0.48838740587234497,0.14090286195278168,0.5708072185516357,0.13855919241905212,0.5781474709510803,0.09835235029459,0.5501051545143127,0.10159149765968323,0.5089888572692871,0.10690435767173767,0.587417721748352,0.10691164433956146,0.5945389270782471,0.05942462384700775,0.5606117248535156,0.06543338298797607,0.5276374816894531,0.07439553737640381,0.5813007354736328,0.0730564147233963,0.597011148929596
A,0.08116648346185684,0.7075986266136169,0.14553001523017883,0.6923357844352722,0.19913655519485474,0.6140729784965515,0.2070450335741043,0.5278137922286987,0.21732467412948608,0.4702034294605255,0.16112524271011353,0.5397484302520752,0.16389724612236023,0.4808517396450043,0.15911953151226044,0.5515098571777344,0.15491390228271484,0.5761262774467468,0.12068700045347214,0.5410590767860413,0.12309875339269638,0.49899882078170776,0.12550128996372223,0.5817352533340454,0.12460321187973022,0.5875409841537476,0.08330456912517548,0.5473395586013794,0.0855184942483902,0.5182801485061646,0.09195863455533981,0.597108781337738,0.09439343959093094,0.6011873483657837,0.04461049288511276,0.555835485458374,0.05178186297416687,0.5351685881614685,0.060941554605960846,0.5911171436309814,0.06142488121986389,0.6033879518508911
A,0.1816982626914978,0.7486644983291626,0.2510252296924591,0.747101366519928,0.31285062432289124,0.6775957345962524,0.3398277759552002,0.6035263538360596,0.36335816979408264,0.5574468374252319,0.2928067147731781,0.5974289178848267,0.32397690415382385,0.5491488575935364,0.30518653988838196,0.6194969415664673,0.29019680619239807,0.6353514194488525,0.2565378248691559,0.586856484413147,0.2850547134876251,0.5555146932601929,0.26583290100097656,0.6369561553001404,0.2538643181324005,0.6365362405776978,0.22014373540878296,0.5833559036254883,0.24626173079013824,0.5619288682937622,0.23068276047706604,0.639997661113739,0.21973243355751038,0.6397477388381958,0.18104298412799835,0.5828639268875122,0.20942442119121552,0.5678625702857971,0.20287393033504486,0.6224138140678406,0.18949273228645325,0.6286656856536865
A,0.14852416515350342,0.7500872611999512,0.21448978781700134,0.748397171497345,0.27012965083122253,0.6787310838699341,0.2959801256656647,0.6087173819541931,0.3187870979309082,0.5664531588554382,0.25374695658683777,0.6090099811553955,0.2797553539276123,0.5558921694755554,0.2628879249095917,0.6212455034255981,0.24871549010276794,0.6408675312995911,0.21834687888622284,0.5994420647621155,0.24098384380340576,0.5640268325805664,0.22361405193805695,0.6420948505401611,0.21296079456806183,0.6440436244010925,0.18116341531276703,0.5963985323905945,0.20234401524066925,0.5694526433944702,0.1888214498758316,0.6457253098487854,0.1800944209098816,0.6477950215339661,0.1413877308368683,0.5949351787567139,0.16334645450115204,0.5772600769996643,0.15896166861057281,0.6301403641700745,0.1489713191986084,0.6374425292015076
A,0.11754085123538971,0.6727150678634644,0.17382162809371948,0.6984663605690002,0.24865669012069702,0.6548944711685181,0.28644508123397827,0.5811322927474976,0.3183509111404419,0.5417912006378174,0.24624761939048767,0.5715953707695007,0.2618364989757538,0.5234892964363098,0.2314155101776123,0.5831896066665649,0.22538475692272186,0.6004669070243835,0.21191629767417908,0.5481984615325928,0.22072206437587738,0.5114478468894958,0.19411183893680573,0.5838137865066528,0.1971755176782608,0.5884296298027039,0.1787758618593216,0.5291864275932312,0.18349076807498932,0.5006887316703796,0.16156120598316193,0.5721840858459473,0.16858789324760437,0.5782833695411682,0.14569240808486938,0.5101527571678162,0.15210817754268646,0.4949151575565338,0.13705036044120789,0.5485332608222961,0.1360897719860077,0.5586479306221008
A,0.10481728613376617,0.43847522139549255,0.16844671964645386,0.4186021089553833,0.21313324570655823,0.34261462092399597,0.219669908285141,0.2554800808429718,0.2285841703414917,0.1944066882133484,0.18565455079078674,0.2615215480327606,0.1791275143623352,0.19492964446544647,0.17424118518829346,0.259584903717041,0.17416557669639587,0.29438090324401855,0.1450374871492386,0.2635272145271301,0.13628603518009186,0.20830193161964417,0.13844715058803558,0.29129618406295776,0.1455281376838684,0.3077884018421173,0.1071736142039299,0.26953455805778503,0.09823328256607056,0.22517216205596924,0.10392072796821594,0.30399972200393677,0.1130799725651741,0.3213764429092407,0.0678367018699646,0.27812498807907104,0.06506416946649551,0.24051444232463837,0.07254700362682343,0.2957713305950165,0.07896222174167633,0.31818535923957825
A,0.09075804054737091,0.4368654191493988,0.13675488531589508,0.42294982075691223,0.1688651442527771,0.35997965931892395,0.17060218751430511,0.2986079156398773,0.1745871603488922,0.2578490972518921,0.14089298248291016,0.30886274576187134,0.1369955986738205,0.26461440324783325,0.1373412162065506,0.31281593441963196,0.13744932413101196,0.33604443073272705,0.11256519705057144,0.31336700916290283,0.10800717025995255,0.28291356563568115,0.11459507048130035,0.34024062752723694,0.11702398955821991,0.3503909111022949,0.08666402101516724,0.32233384251594543,0.08223575353622437,0.29919275641441345,0.0920659601688385,0.3539201617240906,0.09666892886161804,0.3632000982761383,0.05992083624005318,0.33379536867141724,0.0598459355533123,0.314407616853714,0.06957028806209564,0.35486841201782227,0.07309854030609131,0.3680393099784851
A,0.17553403973579407,0.45714348554611206,0.23424775898456573,0.45602262020111084,0.28775274753570557,0.3951425850391388,0.30416643619537354,0.32769498229026794,0.3196087181568146,0.28602951765060425,0.26292434334754944,0.3304561972618103,0.2812187969684601,0.28885453939437866,0.2687576711177826,0.3510141670703888,0.259165495634079,0.3650193512439728,0.22899039089679718,0.32255643606185913,0.2458895444869995,0.2978777587413788,0.2352941930294037,0.36983001232147217,0.2275364249944687,0.369390606880188,0.19625726342201233,0.3206893503665924,0.21142329275608063,0.3017750084400177,0.20496167242527008,0.37133485078811646,0.19940051436424255,0.37522611021995544,0.16137591004371643,0.3191194534301758,0.17708978056907654,0.30557745695114136,0.1773269772529602,0.3552108108997345,0.17164045572280884,0.3649348318576813
